date,Wheat,Coffe,Corn
19851206,3.4375,1.8225,2.445
19851209,3.4125,1.8295,2.45
19851210,3.42,1.8895,2.45
19851211,3.4575,1.8395,2.44
19851212,3.4525,1.8995,2.47
19851213,3.4425,1.9595,2.49
19851216,3.4625,2.0195,2.5075
19851217,3.445,2.0795,2.505
19851218,3.3825,2.1205,2.4975
19851219,3.4275,2.257,2.49
19851220,3.415,2.408,2.4875
19851223,3.3775,2.4665,2.485
19851226,3.445,2.396,2.4925
19851227,3.4625,2.221,2.4975
19851230,3.4525,2.318,2.4925
19851231,3.4325,2.413,2.4825
19860102,3.395,2.5855,2.475
19860103,3.3025,2.559,2.465
19860106,3.3175,2.6165,2.4675
19860107,3.3425,2.7345,2.49
19860108,3.33,2.64,2.485
19860109,3.3525,2.6035,2.49
19860110,3.3675,2.675,2.4825
19860113,3.25,2.442,2.4625
19860114,3.245,2.574,2.4675
19860115,3.235,2.3805,2.4925
19860116,3.2725,2.342,2.485
19860117,3.2725,2.342,2.485
19860120,3.25,2.3815,2.4925
19860121,3.1775,2.3115,2.4775
19860122,3.22,2.323,2.4775
19860123,3.2575,2.3235,2.4775
19860124,3.1775,2.3045,2.42
19860127,3.1734,2.3725,2.4125
19860128,3.2525,2.2205,2.4375
19860129,3.2425,2.0865,2.4325
19860130,3.2875,2.076,2.44
19860131,3.2725,2.1445,2.44
19860203,3.2225,2.099,2.44
19860204,3.2425,2.0565,2.435
19860205,3.265,2.261,2.45
19860206,3.2275,2.1925,2.4225
19860207,3.2475,2.3025,2.4075
19860210,3.2625,2.3345,2.42
19860211,3.3375,2.357,2.405
19860212,3.32,2.328,2.3825
19860213,3.355,2.1795,2.3775
19860214,3.305,2.1235,2.3825
19860218,3.36,2.345,2.4025
19860219,3.26,2.3585,2.3925
19860220,3.3175,2.382,2.3825
19860221,3.3375,2.3995,2.39
19860224,3.3475,2.5415,2.395
19860225,3.2235,2.5028,2.3645
19860226,3.1455,2.4773,2.333
19860227,3.0705,2.5124,2.3175
19860228,2.964,2.4629,2.272
19860303,2.955,2.368,2.285
19860304,2.925,2.539,2.2525
19860305,2.9175,2.4875,2.27
19860306,2.975,2.544,2.295
19860307,3.01,2.504,2.295
19860310,3.0225,2.5135,2.32
19860311,2.9625,2.5635,2.305
19860312,2.9675,2.529,2.295
19860313,2.9625,2.5165,2.315
19860314,3.01,2.4875,2.34
19860317,2.9775,2.3895,2.3425
19860318,3.0025,2.4275,2.35
19860319,3.035,2.446,2.335
19860320,3.1025,2.4585,2.3275
19860321,3.0975,2.4125,2.3125
19860324,3.06,2.326,2.315
19860325,3.1175,2.3405,2.325
19860326,3.085,2.3765,2.3425
19860327,3.035,2.45,2.33
19860331,3.0425,2.464,2.3475
19860401,3.0575,2.37,2.3675
19860402,3.0525,2.3225,2.3625
19860403,3.0525,2.2595,2.34
19860404,3.105,2.2325,2.335
19860407,3.005,2.286,2.35
19860408,2.935,2.269,2.3325
19860409,2.96,2.242,2.2825
19860410,2.8675,2.2795,2.28
19860411,2.8625,2.3225,2.2775
19860414,2.8975,2.275,2.275
19860415,2.8025,2.261,2.2625
19860416,2.805,2.2525,2.255
19860417,2.8475,2.2765,2.2775
19860418,2.835,2.3,2.2725
19860421,2.7925,2.29,2.2675
19860422,2.7725,2.314,2.29
19860423,2.8325,2.36,2.31
19860424,2.87,2.39,2.31
19860425,2.8195,2.3536,2.2715
19860428,2.816,2.3684,2.252
19860429,2.873,2.3702,2.2605
19860430,3.004,2.3241,2.3385
19860501,2.795,2.346,2.2775
19860502,2.66,2.356,2.2475
19860505,2.7025,2.3485,2.275
19860506,2.77,2.2795,2.305
19860507,2.7325,2.254,2.3225
19860508,2.91,2.243,2.3775
19860509,2.8875,2.246,2.3975
19860512,2.785,2.1485,2.355
19860513,2.8775,2.1615,2.395
19860514,2.8325,2.2005,2.4
19860515,2.7,2.2085,2.3775
19860516,2.6425,2.2025,2.3625
19860519,2.6225,2.0995,2.375
19860520,2.585,2.0515,2.385
19860521,2.615,2.1455,2.39
19860522,2.5725,2.1075,2.36
19860523,2.5575,2.0805,2.3375
19860527,2.555,2.039,2.3575
19860528,2.5225,2.0425,2.3825
19860529,2.47,1.925,2.365
19860530,2.485,1.88,2.37
19860602,2.5375,1.8445,2.39
19860603,2.4925,1.8885,2.355
19860604,2.5275,1.907,2.37
19860605,2.5575,1.9455,2.3725
19860606,2.545,1.9355,2.375
19860609,2.5025,1.8345,2.37
19860610,2.52,1.831,2.365
19860611,2.525,1.7805,2.3425
19860612,2.4775,1.8185,2.305
19860613,2.4575,1.833,2.3025
19860616,2.4325,1.7735,2.3
19860617,2.4275,1.8005,2.315
19860618,2.4375,1.8755,2.33
19860619,2.4675,1.875,2.34
19860620,2.4575,1.837,2.3475
19860623,2.495,1.758,2.3475
19860624,2.5275,1.684,2.32
19860625,2.53,1.637,2.1975
19860626,2.547,1.6853,2.0975
19860627,2.5355,1.6598,2.037
19860630,2.4715,1.6874,1.9065
19860701,2.405,1.7175,1.8125
19860702,2.415,1.6375,1.84
19860707,2.4225,1.643,1.75
19860708,2.4425,1.638,1.7525
19860709,2.4675,1.6455,1.7575
19860710,2.53,1.668,1.7275
19860711,2.5775,1.726,1.735
19860714,2.595,1.819,1.735
19860715,2.56,1.8275,1.78
19860716,2.6475,1.854,1.7975
19860717,2.5975,1.8495,1.7575
19860718,2.5475,1.8445,1.7275
19860721,2.5525,1.848,1.705
19860722,2.5775,1.8735,1.685
19860723,2.6025,1.858,1.7175
19860724,2.5625,1.861,1.735
19860725,2.565,1.882,1.7425
19860728,2.6025,1.871,1.7425
19860729,2.615,1.856,1.69
19860730,2.6075,1.8035,1.6725
19860731,2.575,1.6945,1.6525
19860801,2.63,1.6495,1.685
19860804,2.6275,1.623,1.64
19860805,2.575,1.5635,1.615
19860806,2.6075,1.6175,1.61
19860807,2.6175,1.631,1.62
19860808,2.585,1.694,1.6325
19860811,2.565,1.709,1.6575
19860812,2.5325,1.5995,1.645
19860813,2.5425,1.664,1.645
19860814,2.585,1.6345,1.665
19860815,2.5775,1.6945,1.6475
19860818,2.5825,1.785,1.66
19860819,2.5375,1.82,1.6375
19860820,2.5125,1.8275,1.6175
19860821,2.515,1.8535,1.6025
19860822,2.515,1.9605,1.5875
19860825,2.5075,2.0275,1.5575
19860826,2.487,1.9648,1.5535
19860827,2.5145,2.0288,1.5885
19860828,2.5595,2.006,1.6115
19860829,2.607,2.0383,1.6305
19860902,2.5775,2.021,1.63
19860903,2.6425,2.0075,1.6275
19860904,2.6525,2.033,1.625
19860905,2.6475,2.033,1.64
19860908,2.6275,2.008,1.655
19860909,2.6075,1.972,1.6525
19860910,2.5625,2.012,1.6275
19860911,2.5625,2.023,1.625
19860912,2.5975,2.001,1.6225
19860915,2.5825,2,1.615
19860916,2.5975,2.0985,1.6275
19860917,2.6,2.098,1.6475
19860918,2.585,2.099,1.65
19860919,2.62,2.1295,1.6475
19860922,2.5725,2.14,1.6625
19860923,2.6225,2.1665,1.7125
19860924,2.61,2.1215,1.7275
19860925,2.6075,2.121,1.7
19860926,2.64,2.062,1.7225
19860929,2.6775,2.055,1.79
19860930,2.6525,2.0135,1.7675
19861001,2.695,1.9195,1.77
19861002,2.7375,1.952,1.74
19861003,2.6825,1.934,1.6975
19861006,2.64,1.979,1.6425
19861007,2.6575,2.0535,1.6425
19861008,2.6725,2.0135,1.65
19861009,2.735,1.9375,1.6575
19861010,2.73,1.8035,1.67
19861013,2.78,1.864,1.6575
19861014,2.8,1.798,1.6525
19861015,2.77,1.852,1.6325
19861016,2.75,1.811,1.6325
19861017,2.7675,1.764,1.64
19861020,2.8325,1.6805,1.68
19861021,2.8975,1.7285,1.715
19861022,2.9,1.726,1.7325
19861023,2.8675,1.7615,1.6975
19861024,2.88,1.8065,1.7375
19861027,2.9425,1.802,1.7575
19861028,2.875,1.77,1.755
19861029,2.83,1.7,1.715
19861030,2.9075,1.7205,1.745
19861031,2.87,1.737,1.7325
19861103,2.8925,1.7995,1.7525
19861104,2.9075,1.737,1.7525
19861105,2.9325,1.719,1.735
19861106,2.865,1.736,1.7275
19861107,2.885,1.759,1.7325
19861110,2.8275,1.721,1.7225
19861111,2.775,1.6525,1.705
19861112,2.83,1.671,1.7325
19861113,2.8225,1.634,1.7225
19861114,2.82,1.5805,1.7125
19861117,2.865,1.4795,1.6875
19861118,2.865,1.477,1.6775
19861119,2.8575,1.485,1.6875
19861120,2.8275,1.466,1.69
19861121,2.7875,1.4978,1.6775
19861124,2.7875,1.537,1.673
19861125,2.7765,1.5056,1.693
19861126,2.839,1.5029,1.7355
19861201,2.8775,1.456,1.7925
19861202,2.8425,1.4825,1.7675
19861203,2.8475,1.472,1.7375
19861204,2.8175,1.492,1.7175
19861205,2.82,1.4325,1.7075
19861208,2.8275,1.405,1.72
19861209,2.7775,1.3795,1.7025
19861210,2.785,1.406,1.705
19861211,2.7625,1.413,1.675
19861212,2.7575,1.4,1.6525
19861215,2.7725,1.4105,1.6575
19861216,2.7575,1.406,1.66
19861217,2.7225,1.385,1.645
19861218,2.72,1.372,1.6375
19861219,2.7275,1.398,1.6225
19861222,2.7725,1.3875,1.6375
19861223,2.7575,1.372,1.6225
19861224,2.7575,1.371,1.63
19861229,2.7325,1.3375,1.6125
19861230,2.7425,1.326,1.6
19861231,2.745,1.3685,1.6
19870105,2.7025,1.325,1.545
19870106,2.6825,1.337,1.53
19870107,2.7625,1.329,1.555
19870108,2.77,1.34,1.5525
19870109,2.7775,1.3295,1.5675
19870112,2.7825,1.274,1.6
19870113,2.8125,1.271,1.5625
19870114,2.83,1.256,1.5975
19870115,2.835,1.2325,1.5775
19870116,2.8275,1.222,1.585
19870119,2.8275,1.2325,1.61
19870120,2.84,1.242,1.5875
19870121,2.8825,1.244,1.6
19870122,2.865,1.264,1.5925
19870123,2.91,1.2695,1.595
19870126,2.9325,1.2445,1.5925
19870127,2.89,1.2475,1.5675
19870128,2.88,1.279,1.5575
19870129,2.905,1.241,1.56
19870130,2.8825,1.24,1.57
19870202,2.8775,1.252,1.5875
19870203,2.8825,1.2405,1.585
19870204,2.895,1.252,1.5775
19870205,2.865,1.259,1.5525
19870206,2.88,1.2655,1.5475
19870209,2.85,1.229,1.5375
19870210,2.8225,1.228,1.5275
19870211,2.7825,1.234,1.4875
19870212,2.725,1.2375,1.4425
19870213,2.7275,1.23,1.4275
19870217,2.7675,1.1505,1.4525
19870218,2.77,1.1325,1.4425
19870219,2.7975,1.1745,1.4525
19870220,2.8875,1.203,1.495
19870223,2.7925,1.2565,1.485
19870224,2.7985,1.2567,1.4855
19870225,2.768,1.262,1.4725
19870226,2.772,1.2918,1.492
19870227,2.8055,1.2884,1.5245
19870302,2.86,1.236,1.565
19870303,2.8425,1.0805,1.5325
19870304,2.8575,1.0695,1.54
19870305,2.89,1.047,1.5575
19870306,2.86,1.066,1.5675
19870309,2.885,1.069,1.5875
19870310,2.8725,1.0845,1.56
19870311,2.875,1.074,1.5675
19870312,2.8375,1.0695,1.5725
19870313,2.8225,1.042,1.59
19870316,2.7825,1.0405,1.59
19870317,2.815,1.0335,1.6225
19870318,2.8225,1.0305,1.61
19870319,2.8425,1.047,1.6075
19870320,2.815,1.0485,1.5925
19870323,2.81,1.0625,1.6125
19870324,2.8525,1.0595,1.64
19870325,2.8625,1.051,1.65
19870326,2.8525,1.0395,1.6425
19870327,2.9025,1.048,1.6325
19870330,2.885,1.043,1.635
19870331,2.845,1.0005,1.625
19870401,2.78,0.993,1.615
19870402,2.765,1.01,1.585
19870403,2.8125,1.0095,1.5775
19870406,2.8625,1.0205,1.5825
19870407,2.8875,1.0425,1.595
19870408,2.895,1.0765,1.62
19870409,2.8925,1.061,1.645
19870410,2.8525,1.0625,1.655
19870413,2.785,1.0995,1.68
19870414,2.8175,1.135,1.71
19870415,2.8525,1.1175,1.685
19870416,2.8675,1.1105,1.6975
19870420,2.825,1.1415,1.7375
19870421,2.785,1.1425,1.7375
19870422,2.77,1.139,1.725
19870423,2.7975,1.164,1.755
19870424,2.79,1.1825,1.7575
19870427,2.779,1.1596,1.755
19870428,2.766,1.1775,1.7595
19870429,2.7595,1.2172,1.792
19870430,2.77,1.203,1.832
19870501,2.775,1.202,1.8475
19870504,2.85,1.217,1.8825
19870505,2.8275,1.206,1.8725
19870506,2.84,1.1585,1.8825
19870507,2.905,1.165,1.9025
19870508,2.9425,1.164,1.9275
19870511,3.0725,1.2275,1.985
19870512,3.05,1.2375,1.9225
19870513,3.0225,1.2375,1.915
19870514,3.0175,1.2345,1.955
19870515,3.01,1.25,1.9575
19870518,2.875,1.2355,1.8575
19870519,2.895,1.246,1.8675
19870520,2.905,1.2415,1.8475
19870521,2.9,1.234,1.8875
19870522,2.8775,1.2295,1.91
19870526,2.8975,1.188,1.9075
19870527,2.8875,1.2075,1.9175
19870528,2.8025,1.215,1.9125
19870529,2.7425,1.1945,1.8875
19870601,2.7475,1.1445,1.8625
19870602,2.7125,1.1425,1.875
19870603,2.7225,1.1375,1.8975
19870604,2.7025,1.1095,1.885
19870605,2.6525,1.101,1.8925
19870608,2.6175,1.119,1.8875
19870609,2.6425,1.1225,1.8775
19870610,2.6625,1.122,1.85
19870611,2.6525,1.13,1.865
19870612,2.635,1.1205,1.9025
19870615,2.7575,1.0825,1.975
19870616,2.7225,1.068,2.0225
19870617,2.66,1.051,1.975
19870618,2.6525,1.0405,1.925
19870619,2.6375,1.0375,1.9225
19870622,2.605,1.0225,1.8275
19870623,2.6275,1.0615,1.8775
19870624,2.6625,1.0425,1.9225
19870625,2.645,1.0347,1.8825
19870626,2.6245,1.0403,1.8755
19870629,2.5915,1.0543,1.82
19870630,2.6185,1.055,1.851
19870701,2.6575,1.0565,1.7975
19870702,2.7075,1.0465,1.8025
19870706,2.7525,0.999,1.775
19870707,2.735,1.0055,1.7925
19870708,2.695,1.0155,1.735
19870709,2.7,1.0275,1.72
19870710,2.6725,1.0255,1.7275
19870713,2.6725,1.0505,1.6975
19870714,2.68,1.048,1.7125
19870715,2.675,1.03,1.7075
19870716,2.645,1.037,1.6825
19870717,2.5775,1.0615,1.6425
19870720,2.5975,1.051,1.6875
19870721,2.5675,1.041,1.65
19870722,2.6275,1.0465,1.6475
19870723,2.5975,1.0695,1.645
19870724,2.5675,1.0655,1.6375
19870727,2.5825,1.039,1.645
19870728,2.5825,1.0255,1.6675
19870729,2.57,1.016,1.6225
19870730,2.58,1.0295,1.625
19870731,2.6125,1.0155,1.635
19870803,2.625,1.0335,1.6125
19870804,2.62,1.0455,1.555
19870805,2.6075,1.037,1.56
19870806,2.5925,1.0485,1.5475
19870807,2.58,1.06,1.525
19870810,2.6325,1.038,1.53
19870811,2.6775,1.033,1.5375
19870812,2.6875,1.048,1.53
19870813,2.665,1.0345,1.55
19870814,2.695,1.034,1.585
19870817,2.72,1.0335,1.565
19870818,2.7075,1.021,1.56
19870819,2.74,1.0195,1.605
19870820,2.7,1.04,1.585
19870821,2.74,1.0485,1.5925
19870824,2.7375,1.045,1.58
19870825,2.755,1.114,1.58
19870826,2.8065,1.1174,1.636
19870827,2.8455,1.1328,1.6655
19870828,2.8515,1.1487,1.6585
19870831,2.842,1.1797,1.65
19870901,2.885,1.1775,1.6525
19870902,2.9025,1.184,1.6775
19870903,2.8775,1.1615,1.6675
19870904,2.875,1.168,1.6775
19870908,2.94,1.1555,1.72
19870909,2.965,1.1865,1.7375
19870910,2.9675,1.177,1.75
19870911,2.95,1.1735,1.7425
19870914,2.98,1.156,1.77
19870915,2.9525,1.142,1.765
19870916,2.9825,1.1435,1.8025
19870917,2.96,1.157,1.8075
19870918,2.9825,1.1635,1.805
19870921,3.0025,1.155,1.7825
19870922,2.9675,1.118,1.7575
19870923,2.925,1.1225,1.765
19870924,2.925,1.128,1.7475
19870925,2.945,1.148,1.7525
19870928,2.91,1.1495,1.795
19870929,2.92,1.158,1.82
19870930,2.8925,1.1275,1.7975
19871001,2.985,1.1705,1.8425
19871002,2.9975,1.1905,1.85
19871005,2.985,1.247,1.85
19871006,2.9625,1.2385,1.825
19871007,2.97,1.239,1.83
19871008,3.0425,1.2485,1.8475
19871009,3.03,1.252,1.8325
19871012,3.08,1.2425,1.8225
19871013,3.1,1.247,1.8475
19871014,3.1175,1.2435,1.8725
19871015,3.09,1.2475,1.875
19871016,3.0625,1.246,1.8525
19871019,2.95,1.2275,1.785
19871020,2.9675,1.2,1.8425
19871021,3.0225,1.213,1.8325
19871022,3.02,1.2175,1.82
19871023,3.0025,1.229,1.8125
19871026,2.9775,1.223,1.805
19871027,2.9675,1.222,1.82
19871028,2.9575,1.2255,1.8075
19871029,2.9625,1.227,1.81
19871030,2.965,1.225,1.795
19871102,2.8825,1.246,1.7825
19871103,2.8225,1.238,1.7575
19871104,2.84,1.2365,1.7725
19871105,2.855,1.259,1.8
19871106,2.8575,1.265,1.8025
19871109,2.845,1.271,1.8
19871110,2.8725,1.2675,1.815
19871111,2.8875,1.2645,1.8175
19871112,2.9,1.257,1.8075
19871113,2.855,1.2555,1.825
19871116,2.875,1.2695,1.83
19871117,2.9325,1.269,1.86
19871118,2.955,1.2765,1.8525
19871119,2.93,1.2925,1.8575
19871120,2.965,1.278,1.87
19871123,3.025,1.2808,1.87
19871124,3.07,1.2848,1.8845
19871125,3.057,1.2946,1.9175
19871130,3.1655,1.2898,1.9495
19871201,3.19,1.2855,1.9525
19871202,3.1775,1.279,1.9275
19871203,3.18,1.273,1.9425
19871204,3.1675,1.28,1.9075
19871207,3.1525,1.2725,1.9175
19871208,3.1275,1.2835,1.91
19871209,3.1325,1.2775,1.93
19871210,3.115,1.276,1.935
19871211,3.135,1.276,1.925
19871214,3.165,1.2745,1.915
19871215,3.135,1.276,1.885
19871216,3.11,1.284,1.8625
19871217,3.1375,1.295,1.875
19871218,3.21,1.295,1.86
19871221,3.2025,1.29,1.8575
19871222,3.195,1.289,1.89
19871223,3.1875,1.2995,1.8975
19871224,3.1525,1.2975,1.895
19871228,3.0825,1.309,1.8775
19871229,3.09,1.302,1.865
19871230,3.0925,1.27,1.8525
19871231,3.1075,1.2595,1.8475
19880104,3.1425,1.263,1.875
19880105,3.2,1.2795,1.875
19880106,3.315,1.286,1.91
19880107,3.2875,1.2845,1.9275
19880108,3.2875,1.2785,1.925
19880111,3.2775,1.265,1.9525
19880112,3.25,1.27,1.935
19880113,3.29,1.274,1.95
19880114,3.3225,1.2735,1.95
19880115,3.3025,1.2765,1.975
19880118,3.2725,1.295,2.0075
19880119,3.2825,1.2915,2.0075
19880120,3.285,1.2945,1.99
19880121,3.2625,1.306,1.98
19880122,3.2325,1.304,1.9975
19880125,3.2675,1.2905,2.02
19880126,3.32,1.3005,2.025
19880127,3.2925,1.303,2.0175
19880128,3.2375,1.3055,1.985
19880129,3.26,1.3155,1.9675
19880201,3.2925,1.334,1.9775
19880202,3.2675,1.33,1.9825
19880203,3.295,1.34,1.9875
19880204,3.3475,1.347,2.0275
19880205,3.3275,1.367,2.0125
19880208,3.3525,1.367,2.0225
19880209,3.31,1.3655,2.035
19880210,3.3075,1.369,2.0275
19880211,3.2875,1.38,2.025
19880212,3.3225,1.3815,2.01
19880216,3.31,1.36,1.9825
19880217,3.2775,1.377,2.0175
19880218,3.2175,1.3725,2.0075
19880219,3.22,1.4075,2.005
19880222,3.2225,1.4225,1.9925
19880223,3.165,1.41,1.965
19880224,3.1875,1.4148,2.0035
19880225,3.2095,1.3908,2.011
19880226,3.2095,1.3781,2.042
19880229,3.219,1.3494,2.0815
19880301,3.185,1.351,2.0925
19880302,3.1425,1.37,2.07
19880303,3.125,1.3595,2.065
19880304,3.1275,1.355,2.0525
19880307,3.145,1.3435,2.0775
19880308,3.0875,1.3675,2.0775
19880309,3.04,1.354,2.06
19880310,2.9775,1.353,2.0425
19880311,2.9925,1.3695,2.0375
19880314,3.0275,1.3625,2.0575
19880315,3.035,1.3585,2.055
19880316,3.0075,1.343,2.0425
19880317,3.0475,1.3235,2.0575
19880318,3.0675,1.338,2.0475
19880321,3.04,1.325,2.0725
19880322,3.075,1.326,2.065
19880323,3.0725,1.3395,2.0625
19880324,3.0675,1.334,2.07
19880325,3.05,1.344,2.0975
19880328,2.995,1.3555,2.105
19880329,3.01,1.354,2.115
19880330,3.0225,1.335,2.095
19880331,2.9925,1.345,2.0975
19880404,3.0025,1.3475,2.0875
19880405,3.065,1.334,2.085
19880406,3.0925,1.339,2.075
19880407,3.13,1.333,2.075
19880408,3.1675,1.333,2.09
19880411,3.175,1.333,2.0775
19880412,3.2025,1.334,2.0625
19880413,3.1825,1.346,2.0475
19880414,3.165,1.3535,2.0425
19880415,3.1275,1.359,2.0275
19880418,3.1125,1.3515,2.0375
19880419,3.1425,1.3475,2.055
19880420,3.1575,1.3425,2.0425
19880421,3.1475,1.344,2.0225
19880422,3.15,1.3495,2.0125
19880425,3.1125,1.348,1.9975
19880426,3.139,1.3478,2.022
19880427,3.144,1.334,2.043
19880428,3.1235,1.3236,2.0535
19880429,3.133,1.322,2.0945
19880502,3.11,1.3275,2.13
19880503,3.08,1.343,2.13
19880504,3.1075,1.3445,2.1325
19880505,3.0625,1.3555,2.1125
19880506,3.075,1.364,2.105
19880509,3.11,1.357,2.095
19880510,3.1325,1.3645,2.0875
19880511,3.1175,1.3605,2.06
19880512,3.1025,1.3515,2.0475
19880513,3.15,1.3415,2.06
19880516,3.2825,1.3185,2.1475
19880517,3.2575,1.325,2.155
19880518,3.315,1.3255,2.16
19880519,3.4225,1.332,2.175
19880520,3.465,1.334,2.2125
19880523,3.4275,1.3205,2.155
19880524,3.475,1.315,2.1925
19880525,3.4125,1.316,2.1475
19880526,3.3675,1.309,2.1275
19880527,3.395,1.314,2.165
19880531,3.515,1.3375,2.2425
19880601,3.4775,1.3345,2.2075
19880602,3.505,1.349,2.2475
19880603,3.6275,1.353,2.345
19880606,3.8275,1.3745,2.445
19880607,3.78,1.383,2.5725
19880608,3.6975,1.3765,2.51
19880609,3.72,1.407,2.5375
19880610,3.7375,1.3855,2.5775
19880613,3.6975,1.363,2.595
19880614,3.74,1.3505,2.695
19880615,3.94,1.36,2.795
19880616,3.79,1.3785,2.945
19880617,3.815,1.385,3.095
19880620,4.0125,1.3635,3.245
19880621,3.895,1.3615,3.345
19880622,3.83,1.355,3.445
19880623,3.805,1.3325,3.48
19880624,3.805,1.323,3.425
19880627,4.0215,1.328,3.535
19880628,3.7775,1.3268,3.395
19880629,3.607,1.3123,3.201
19880630,3.938,1.3144,3.356
19880701,4.11,1.3315,3.4775
19880705,4.005,1.326,3.51
19880706,4.0675,1.3415,3.4875
19880707,3.875,1.3495,3.3375
19880708,3.965,1.3545,3.1875
19880711,3.7775,1.3575,3.0375
19880712,3.905,1.3595,3.1625
19880713,4.02,1.3695,3.2625
19880714,3.92,1.37,3.4125
19880715,3.935,1.363,3.43
19880718,3.7825,1.3545,3.28
19880719,3.8625,1.3605,3.13
19880720,3.805,1.375,3.1175
19880721,3.865,1.371,3.17
19880722,3.845,1.377,3.125
19880725,3.715,1.378,3.025
19880726,3.5175,1.3295,2.875
19880727,3.615,1.2405,2.7975
19880728,3.57,1.238,2.65
19880729,3.6825,1.247,2.75
19880801,3.81,1.1665,2.9
19880802,3.755,1.0885,3.01
19880803,3.805,1.182,2.975
19880804,3.825,1.1655,3.045
19880805,3.79,1.158,3.0675
19880808,3.7625,1.1455,2.9675
19880809,3.7925,1.1835,2.99
19880810,3.8325,1.1945,3.0075
19880811,3.825,1.1745,2.9725
19880812,3.7975,1.1795,2.8725
19880815,3.92,1.17,2.9725
19880816,3.905,1.184,2.87
19880817,3.9025,1.1815,2.8475
19880818,3.9225,1.221,2.8775
19880819,3.9175,1.247,2.8725
19880822,3.81,1.2525,2.7725
19880823,3.86,1.212,2.7375
19880824,3.9075,1.267,2.8375
19880825,3.93,1.266,2.8075
19880826,3.928,1.2435,2.7915
19880829,3.9415,1.216,2.787
19880830,4.0705,1.2105,2.8605
19880831,4.121,1.2373,2.938
19880901,4.1675,1.2275,3.01
19880902,4.185,1.2315,3.01
19880906,4.2525,1.272,3.045
19880907,4.265,1.31,3.025
19880908,4.23,1.298,3.02
19880909,4.1575,1.3015,2.985
19880912,4.17,1.2855,2.99
19880913,4.2675,1.277,2.995
19880914,4.2875,1.255,3.005
19880915,4.2325,1.2365,2.955
19880916,4.175,1.2505,2.905
19880919,4.12,1.239,2.84
19880920,4.1975,1.2715,2.865
19880921,4.1975,1.2705,2.8775
19880922,4.265,1.2585,2.9125
19880923,4.2675,1.272,2.8625
19880926,4.2225,1.2685,2.8075
19880927,4.2175,1.2925,2.865
19880928,4.16,1.3025,2.865
19880929,4.1275,1.3185,2.865
19880930,4.1475,1.3195,2.8575
19881003,4.2225,1.263,2.9
19881004,4.225,1.244,2.945
19881005,4.2625,1.2325,2.935
19881006,4.3275,1.244,2.98
19881007,4.345,1.234,2.9425
19881010,4.275,1.2475,2.9275
19881011,4.3425,1.2465,2.95
19881012,4.3475,1.227,2.9625
19881013,4.3525,1.23,2.9725
19881014,4.2875,1.232,2.9375
19881017,4.3025,1.247,2.95
19881018,4.23,1.235,2.9225
19881019,4.2675,1.251,2.9075
19881020,4.235,1.2515,2.8625
19881021,4.195,1.2665,2.835
19881024,4.1875,1.251,2.775
19881025,4.075,1.267,2.7475
19881026,4.1225,1.2645,2.805
19881027,4.115,1.2565,2.7475
19881028,4.1,1.239,2.7875
19881031,4.1575,1.236,2.8225
19881101,4.185,1.246,2.8475
19881102,4.1875,1.2575,2.865
19881103,4.17,1.253,2.825
19881104,4.1575,1.25,2.78
19881107,4.19,1.2725,2.7875
19881108,4.2625,1.261,2.7875
19881109,4.255,1.27,2.7925
19881110,4.2475,1.2785,2.745
19881111,4.2175,1.288,2.6975
19881114,4.2075,1.2725,2.715
19881115,4.1375,1.2695,2.66
19881116,4.1075,1.2725,2.6425
19881117,4.0925,1.2555,2.5925
19881118,4.11,1.257,2.5825
19881121,4.0825,1.262,2.61
19881122,4.15,1.26,2.6275
19881123,4.18,1.2541,2.6325
19881128,4.207,1.2292,2.6105
19881129,4.256,1.2327,2.629
19881130,4.2695,1.2398,2.6865
19881201,4.1825,1.2395,2.675
19881202,4.1975,1.2365,2.6875
19881205,4.135,1.2355,2.65
